"요일별","시간대별","월별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"목","22시-24시","7월","부상자수[명]","명","426","393","494","498","254","328","289","233","385","254","194",
"목","22시-24시","8월","사고건수[건]","건","319","263","230","225","174","272","241","232","167","140","128",
"목","22시-24시","8월","사망자수[명]","명","8","3","3","4","3","1","4","2","2","3","2",
"목","22시-24시","8월","부상자수[명]","명","498","415","382","341","307","399","331","358","244","199","184",
"목","22시-24시","9월","사고건수[건]","건","260","197","231","261","237","194","209","169","154","194","182",
"목","22시-24시","9월","사망자수[명]","명","4","5","5","2","5","6","4","3","4","3","6",
"목","22시-24시","9월","부상자수[명]","명","385","287","322","387","372","269","321","254","209","266","245",
"목","22시-24시","10월","사고건수[건]","건","209","265","297","295","197","192","190","188","200","165","142",
"목","22시-24시","10월","사망자수[명]","명","3","5","7","7","15","5","3","3","2","6","1",
"목","22시-24시","10월","부상자수[명]","명","306","391","460","457","295","292","270","323","302","240","205",
"목","22시-24시","11월","사고건수[건]","건","322","253","209","240","209","232","264","199","134","161","156",
"목","22시-24시","11월","사망자수[명]","명","5","4","5","4","3","7","8","3","3","4","0",
"목","22시-24시","11월","부상자수[명]","명","504","384","316","381","325","325","381","285","187","233","226",
"목","22시-24시","12월","사고건수[건]","건","260","219","204","345","300","213","171","185","168","168","214",
"목","22시-24시","12월","사망자수[명]","명","12","3","5","5","7","4","4","3","3","7","3",
"목","22시-24시","12월","부상자수[명]","명","394","337","333","561","458","355","256","265","264","238","306",
"금","00시-02시","전체","사고건수[건]","건","2123","2063","1833","1928","1824","1649","1535","1343","1257","816","994",
"금","00시-02시","전체","사망자수[명]","명","54","49","31","46","58","41","40","34","33","24","25",
"금","00시-02시","전체","부상자수[명]","명","3295","3279","2886","3052","2800","2587","2389","2034","1886","1176","1407",
"금","00시-02시","1월","사고건수[건]","건","181","162","164","159","201","143","142","102","114","56","48",
"금","00시-02시","1월","사망자수[명]","명","6","4","1","2","6","4","3","1","1","2","2",
"금","00시-02시","1월","부상자수[명]","명","306","294","255","249","311","242","227","146","166","88","63",
"금","00시-02시","2월","사고건수[건]","건","163","167","114","115","159","124","130","104","90","56","44",
"금","00시-02시","2월","사망자수[명]","명","4","4","1","5","3","5","2","2","1","3","3",
"금","00시-02시","2월","부상자수[명]","명","252","268","174","199","240","199","220","159","135","77","71",
"금","00시-02시","3월","사고건수[건]","건","188","213","127","113","131","140","141","125","113","57","50",
"금","00시-02시","3월","사망자수[명]","명","6","4","0","3","2","3","2","4","1","2","1",
"금","00시-02시","3월","부상자수[명]","명","299","348","210","175","203","208","231","180","182","107","67",
"금","00시-02시","4월","사고건수[건]","건","172","164","143","162","177","99","130","112","93","77","105",
"금","00시-02시","4월","사망자수[명]","명","6","4","3","4","8","2","7","1","1","1","2",
"금","00시-02시","4월","부상자수[명]","명","272","252","229","245","259","149","197","168","141","115","140",
"금","00시-02시","5월","사고건수[건]","건","155","254","173","200","116","148","129","130","120","65","83",
"금","00시-02시","5월","사망자수[명]","명","2","5","5","2","3","2","1","4","2","2","2",
"금","00시-02시","5월","부상자수[명]","명","235","390","284","312","185","233","207","192","179","99","128",
"금","00시-02시","6월","사고건수[건]","건","230","134","143","212","124","148","128","103","107","70","89",
"금","00시-02시","6월","사망자수[명]","명","6","9","4","2","8","5","2","4","8","2","1",
"금","00시-02시","6월","부상자수[명]","명","340","213","218","333","172","241","205","147","158","85","135",
"금","00시-02시","7월","사고건수[건]","건","196","160","169","192","149","112","110","98","140","82","114",
"금","00시-02시","7월","사망자수[명]","명","2","1","6","9","5","4","4","1","3","1","3",
"금","00시-02시","7월","부상자수[명]","명","290","258","266","310","220","172","169","176","219","117","168",
"금","00시-02시","8월","사고건수[건]","건","196","172","211","159","140","124","129","130","107","37","80",
"금","00시-02시","8월","사망자수[명]","명","7","5","1","4","4","2","8","2","1","1","2",
"금","00시-02시","8월","부상자수[명]","명","312","282","335","248","220","194","183","182","149","43","106",
"금","00시-02시","9월","사고건수[건]","건","161","140","141","139","159","154","134","85","89","61","112",
"금","00시-02시","9월","사망자수[명]","명","4","3","2","3","4","2","3","6","3","3","6",
"금","00시-02시","9월","부상자수[명]","명","238","223","228","230","244","240","192","145","126","86","152",
"금","00시-02시","10월","사고건수[건]","건","136","148","176","203","141","107","101","110","132","66","68",
"금","00시-02시","10월","사망자수[명]","명","4","3","5","3","8","3","2","5","7","3","2",
"금","00시-02시","10월","부상자수[명]","명","226","214","277","327","211","173","164","175","210","98","83",
"금","00시-02시","11월","사고건수[건]","건","174","197","151","138","131","148","142","141","93","100","88",
"금","00시-02시","11월","사망자수[명]","명","3","5","3","3","2","3","2","1","2","2","0",
"금","00시-02시","11월","부상자수[명]","명","258","297","220","207","212","227","212","215","141","132","114",
"금","00시-02시","12월","사고건수[건]","건","171","152","121","136","196","202","119","103","59","89","113",
"금","00시-02시","12월","사망자수[명]","명","4","2","0","6","5","6","4","3","3","2","1",
"금","00시-02시","12월","부상자수[명]","명","267","240","190","217","323","309","182","149","80","129","180",
"금","02시-04시","전체","사고건수[건]","건","1322","1057","1021","1108","1005","880","777","716","617","389","460",
"금","02시-04시","전체","사망자수[명]","명","46","32","48","31","41","34","30","29","22","23","18",
"금","02시-04시","전체","부상자수[명]","명","2114","1635","1575","1727","1492","1342","1155","1058","897","549","673",
"금","02시-04시","1월","사고건수[건]","건","95","71","92","103","129","75","48","41","73","30","21",
"금","02시-04시","1월","사망자수[명]","명","2","7","1","3","6","4","4","2","3","3","0",
"금","02시-04시","1월","부상자수[명]","명","140","125","156","156","184","125","87","63","100","44","33",
"금","02시-04시","2월","사고건수[건]","건","97","88","58","79","61","86","54","53","68","17","19",
"금","02시-04시","2월","사망자수[명]","명","2","3","2","2","1","2","1","3","2","1","0",
"금","02시-04시","2월","부상자수[명]","명","165","150","100","119","96","129","77","91","97","28","29",
"금","02시-04시","3월","사고건수[건]","건","135","135","72","68","68","76","48","66","44","33","16",
"금","02시-04시","3월","사망자수[명]","명","3","1","3","5","3","6","1","3","1","0","1",
"금","02시-04시","3월","부상자수[명]","명","217","212","113","109","92","110","68","86","76","45","24",
"금","02시-04시","4월","사고건수[건]","건","101","90","85","74","83","64","76","55","39","44","43",
"금","02시-04시","4월","사망자수[명]","명","4","2","3","3","3","0","2","4","0","0","4",
"금","02시-04시","4월","부상자수[명]","명","168","139","122","115","125","110","103","83","53","60","58",
"금","02시-04시","5월","사고건수[건]","건","94","135","74","117","81","66","68","71","54","35","31",
"금","02시-04시","5월","사망자수[명]","명","2","3","6","3","3","1","3","4","4","0","2",
"금","02시-04시","5월","부상자수[명]","명","149","201","103","194","113","101","100","98","67","58","42",
"금","02시-04시","6월","사고건수[건]","건","132","71","72","95","76","65","87","64","53","28","46",
"금","02시-04시","6월","사망자수[명]","명","4","6","3","2","2","2","6","0","3","1","3",
"금","02시-04시","6월","부상자수[명]","명","213","107","114","156","126","94","120","98","88","36","57",
"금","02시-04시","7월","사고건수[건]","건","154","80","103","128","92","59","64","57","70","42","51",
"금","02시-04시","7월","사망자수[명]","명","9","1","7","3","5","3","2","1","3","3","4",
"금","02시-04시","7월","부상자수[명]","명","222","124","147","199","117","76","100","104","109","58","71",
"금","02시-04시","8월","사고건수[건]","건","121","87","116","99","89","69","88","67","55","25","43",
"금","02시-04시","8월","사망자수[명]","명","8","2","3","3","4","2","2","4","1","4","1",
"금","02시-04시","8월","부상자수[명]","명","213","130","199","141","123","95","139","96","70","26","56",
"금","02시-04시","9월","사고건수[건]","건","98","73","82","85","85","87","64","56","39","18","70",
"금","02시-04시","9월","사망자수[명]","명","3","1","6","1","6","2","1","1","1","3","0",
"금","02시-04시","9월","부상자수[명]","명","161","116","127","137","124","124","109","86","54","21","102",
"금","02시-04시","10월","사고건수[건]","건","76","73","119","104","64","71","60","58","60","19","34",
"금","02시-04시","10월","사망자수[명]","명","1","4","7","2","2","4","3","2","0","3","0",
"금","02시-04시","10월","부상자수[명]","명","123","95","169","168","116","121","78","81","96","20","43",
"금","02시-04시","11월","사고건수[건]","건","125","89","81","78","69","75","65","72","46","56","29",
"금","02시-04시","11월","사망자수[명]","명","5","1","3","2","3","4","2","2","3","2","1",
"금","02시-04시","11월","부상자수[명]","명","197","133","126","113","103","110","96","105","69","99","50",
"금","02시-04시","12월","사고건수[건]","건","94","65","67","78","108","87","55","56","16","42","57",
"금","02시-04시","12월","사망자수[명]","명","3","1","4","2","3","4","3","3","1","3","2",
"금","02시-04시","12월","부상자수[명]","명","146","103","99","120","173","147","78","67","18","54","108",
"금","04시-06시","전체","사고건수[건]","건","1076","1091","982","941","1029","944","891","884","751","589","645",
"금","04시-06시","전체","사망자수[명]","명","59","63","58","50","59","49","45","36","42","21","32",
"금","04시-06시","전체","부상자수[명]","명","1536","1575","1460","1355","1518","1402","1271","1253","1030","798","913",
"금","04시-06시","1월","사고건수[건]","건","83","59","69","83","113","92","59","66","87","40","44",
"금","04시-06시","1월","사망자수[명]","명","3","3","8","1","4","3","2","6","6","1","4",
"금","04시-06시","1월","부상자수[명]","명","126","80","107","133","165","153","92","100","150","46","65",
"금","04시-06시","2월","사고건수[건]","건","79","92","55","62","81","71","55","65","55","32","31",
"금","04시-06시","2월","사망자수[명]","명","5","2","5","2","2","3","3","0","1","1","1",
"금","04시-06시","2월","부상자수[명]","명","114","143","77","83","113","107","78","96","83","38","43",
"금","04시-06시","3월","사고건수[건]","건","110","104","59","74","78","78","75","83","61","45","37",
"금","04시-06시","3월","사망자수[명]","명","4","7","2","4","5","3","2","1","2","0","0",
"금","04시-06시","3월","부상자수[명]","명","162","148","77","125","128","109","104","121","78","63","42",
"금","04시-06시","4월","사고건수[건]","건","87","91","76","61","85","62","70","63","55","62","72",
"금","04시-06시","4월","사망자수[명]","명","2","1","4","2","4","3","2","2","2","1","3",
"금","04시-06시","4월","부상자수[명]","명","132","124","126","93","128","85","117","102","76","85","90",
"금","04시-06시","5월","사고건수[건]","건","70","133","80","91","73","55","62","99","64","45","54",
"금","04시-06시","5월","사망자수[명]","명","2","8","1","2","4","3","2","0","2","1","0",
"금","04시-06시","5월","부상자수[명]","명","101","210","120","146","109","82","88","141","97","71","77",
"금","04시-06시","6월","사고건수[건]","건","101","87","83","91","64","93","92","54","63","44","50",
"금","04시-06시","6월","사망자수[명]","명","4","4","3","5","5","5","3","4","6","5","2",
"금","04시-06시","6월","부상자수[명]","명","139","117","117","120","107","133","142","76","82","62","67",
"금","04시-06시","7월","사고건수[건]","건","95","63","80","86","71","72","61","66","70","48","44",
"금","04시-06시","7월","사망자수[명]","명","7","7","4","3","2","2","4","3","4","0","4",
"금","04시-06시","7월","부상자수[명]","명","128","95","115","133","102","121","78","80","88","76","60",
"금","04시-06시","8월","사고건수[건]","건","95","117","99","85","87","61","103","106","60","42","47",
"금","04시-06시","8월","사망자수[명]","명","4","12","5","3","4","2","5","5","3","4","4",
"금","04시-06시","8월","부상자수[명]","명","134","157","165","120","134","81","141","149","76","58","72",
"금","04시-06시","9월","사고건수[건]","건","109","82","87","82","98","108","89","72","59","59","93",
"금","04시-06시","9월","사망자수[명]","명","8","8","4","7","6","6","10","6","6","3","8",
"금","04시-06시","9월","부상자수[명]","명","148","119","126","98","133","156","112","91","69","79","145",
"금","04시-06시","10월","사고건수[건]","건","79","89","114","95","92","69","75","74","72","61","66",
"금","04시-06시","10월","사망자수[명]","명","8","2","7","9","6","3","6","2","4","3","3",
"금","04시-06시","10월","부상자수[명]","명","109","135","157","130","147","107","107","119","95","79","93",
"금","04시-06시","11월","사고건수[건]","건","90","98","101","70","96","89","87","81","59","53","48",
"금","04시-06시","11월","사망자수[명]","명","6","4","11","9","4","1","4","4","2","2","0",
"금","04시-06시","11월","부상자수[명]","명","129","138","147","83","133","138","124","103","71","66","72",
"금","04시-06시","12월","사고건수[건]","건","78","76","79","61","91","94","63","55","46","58","59",
"금","04시-06시","12월","사망자수[명]","명","6","5","4","3","13","15","2","3","4","0","3",
"금","04시-06시","12월","부상자수[명]","명","114","109","126","91","119","130","88","75","65","75","87",
"금","06시-08시","전체","사고건수[건]","건","2236","2054","2067","2118","2133","2145","1994","2095","1742","1770","1692",
"금","06시-08시","전체","사망자수[명]","명","68","61","74","47","54","56","52","50","31","44","29",
"금","06시-08시","전체","부상자수[명]","명","3401","3037","2906","3160","3080","2992","2844","3007","2466","2371","2188",
"금","06시-08시","1월","사고건수[건]","건","148","165","155","208","212","175","143","156","164","149","141",
"금","06시-08시","1월","사망자수[명]","명","8","8","13","10","3","5","5","6","6","3","4",
"금","06시-08시","1월","부상자수[명]","명","202","255","191","289","353","259","192","201","218","189","175",
"금","06시-08시","2월","사고건수[건]","건","155","145","132","124","162","134","148","175","161","110","130",
"금","06시-08시","2월","사망자수[명]","명","8","2","6","4","6","2","3","6","4","4","1",
"금","06시-08시","2월","부상자수[명]","명","235","199","170","180","216","192","227","275","206","148","174",
"금","06시-08시","3월","사고건수[건]","건","195","205","172","170","155","195","183","196","113","116","82",
"금","06시-08시","3월","사망자수[명]","명","2","5","6","0","3","3","4","11","6","4","1",
"금","06시-08시","3월","부상자수[명]","명","284","300","259","272","241","264","279","274","143","186","128",
"금","06시-08시","4월","사고건수[건]","건","172","167","144","159","217","156","143","153","124","167","158",
"금","06시-08시","4월","사망자수[명]","명","7","3","4","1","3","2","3","1","0","2","2",
"금","06시-08시","4월","부상자수[명]","명","298","258","192","245","334","214","195","202","173","212","207",
"금","06시-08시","5월","사고건수[건]","건","177","204","216","201","144","152","146","212","143","134","148",
"금","06시-08시","5월","사망자수[명]","명","2","2","4","4","6","4","3","4","2","1","2",
"금","06시-08시","5월","부상자수[명]","명","247","334","311","316","207","214","203","298","218","181","192",
"금","06시-08시","6월","사고건수[건]","건","198","158","160","172","171","205","185","146","154","137","122",
"금","06시-08시","6월","사망자수[명]","명","6","1","7","2","2","4","5","3","1","2","3",
"금","06시-08시","6월","부상자수[명]","명","314","213","240","240","247","257","309","216","196","181","160",
"금","06시-08시","7월","사고건수[건]","건","145","155","160","181","174","145","148","152","134","149","155",
"금","06시-08시","7월","사망자수[명]","명","3","4","4","5","4","3","2","2","0","5","1",
"금","06시-08시","7월","부상자수[명]","명","223","236","242","264","236","225","229","211","204","205","193",
"금","06시-08시","8월","사고건수[건]","건","187","164","156","137","148","137","175","176","122","115","125",
"금","06시-08시","8월","사망자수[명]","명","6","6","3","2","4","5","5","2","3","4","3",
"금","06시-08시","8월","부상자수[명]","명","270","256","216","210","191","192","272","270","210","150","170",
"금","06시-08시","9월","사고건수[건]","건","174","147","176","190","183","237","153","131","152","127","159",
"금","06시-08시","9월","사망자수[명]","명","2","2","3","2","5","8","2","0","1","2","1",
"금","06시-08시","9월","부상자수[명]","명","266","216","253","292","245","338","192","195","205","179","205",
"금","06시-08시","10월","사고건수[건]","건","175","182","246","224","176","175","169","168","181","166","177",
"금","06시-08시","10월","사망자수[명]","명","6","6","10","5","4","6","5","4","4","1","2",
"금","06시-08시","10월","부상자수[명]","명","273","247","355","326","278","239","218","264","283","223","237",
"금","06시-08시","11월","사고건수[건]","건","225","225","173","207","154","201","230","265","150","156","140",
"금","06시-08시","11월","사망자수[명]","명","6","15","5","6","3","5","10","6","1","5","1",
"금","06시-08시","11월","부상자수[명]","명","340","312","242","296","210","285","311","373","210","194","175",
"금","06시-08시","12월","사고건수[건]","건","285","137","177","145","237","233","171","165","144","244","155",
"금","06시-08시","12월","사망자수[명]","명","12","7","9","6","11","9","5","5","3","11","8",
"금","06시-08시","12월","부상자수[명]","명","449","211","235","230","322","313","217","228","200","323","172",
"금","08시-10시","전체","사고건수[건]","건","3526","3242","3311","3624","3494","3691","3659","3932","3056","3353","3479",
"금","08시-10시","전체","사망자수[명]","명","63","60","43","62","54","45","38","43","40","37","34",
"금","08시-10시","전체","부상자수[명]","명","5227","4828","4682","5255","5042","5291","5106","5659","4269","4631","4721",
"금","08시-10시","1월","사고건수[건]","건","232","203","230","274","234","204","227","228","244","223","246",
"금","08시-10시","1월","사망자수[명]","명","3","2","3","5","6","2","3","2","3","5","1",
"금","08시-10시","1월","부상자수[명]","명","363","319","349","404","415","315","331","326","368","303","331",
"금","08시-10시","2월","사고건수[건]","건","245","224","184","179","225","230","256","253","256","188","224",
"금","08시-10시","2월","사망자수[명]","명","4","2","2","4","4","2","2","2","3","2","3",
"금","08시-10시","2월","부상자수[명]","명","351","362","263","258","326","338","384","374","369","272","302",
"금","08시-10시","3월","사고건수[건]","건","259","297","291","278","298","369","304","318","210","271","190",
"금","08시-10시","3월","사망자수[명]","명","2","2","2","5","4","4","4","2","1","2","1",
"금","08시-10시","3월","부상자수[명]","명","360","406","406","382","414","549","439","430","286","401","252",
"금","08시-10시","4월","사고건수[건]","건","283","254","245","315","360","298","273","311","206","338","361",
"금","08시-10시","4월","사망자수[명]","명","3","4","2","4","4","4","4","4","4","3","3",
"금","08시-10시","4월","부상자수[명]","명","431","434","333","470","513","413","360","455","269","474","514",
"금","08시-10시","5월","사고건수[건]","건","309","336","366","399","246","305","307","401","353","272","285",
"금","08시-10시","5월","사망자수[명]","명","8","9","4","7","5","1","5","3","4","1","4",
"금","08시-10시","5월","부상자수[명]","명","428","497","513","551","318","496","411","607","523","357","384",
"금","08시-10시","6월","사고건수[건]","건","370","270","230","270","319","377","397","292","288","271","296",
"금","08시-10시","6월","사망자수[명]","명","7","4","1","6","8","7","4","2","4","2","3",
"금","08시-10시","6월","부상자수[명]","명","544","424","324","394","501","522","564","411","404","363","384",
"금","08시-10시","7월","사고건수[건]","건","232","257","259","375","310","280","314","329","319","326","372",
"금","08시-10시","7월","사망자수[명]","명","1","4","7","4","3","4","2","4","1","5","7",
"금","08시-10시","7월","부상자수[명]","명","341","365","376","551","428","387","438","462","428","444","507",
"금","08시-10시","8월","사고건수[건]","건","273","291","288","275","250","250","296","367","249","232","254",
"금","08시-10시","8월","사망자수[명]","명","6","12","3","9","1","4","1","4","6","3","2",
"금","08시-10시","8월","부상자수[명]","명","361","417","401","378","369","330","412","516","327","319","361",
"금","08시-10시","9월","사고건수[건]","건","276","220","304","339","314","430","328","272","248","276","339",
"금","08시-10시","9월","사망자수[명]","명","5","4","5","2","6","3","7","7","4","4","3",
"금","08시-10시","9월","부상자수[명]","명","428","308","422","491","469","607","441","394","333","370","441",
"금","08시-10시","10월","사고건수[건]","건","328","299","359","391","305","277","313","349","277","378","321",
"금","08시-10시","10월","사망자수[명]","명","3","10","6","8","5","2","2","5","5","2","2",
"금","08시-10시","10월","부상자수[명]","명","463","418","499","584","399","379","452","494","396","502","416",
"금","08시-10시","11월","사고건수[건]","건","320","358","284","294","293","328","383","514","237","296","300",
"금","08시-10시","11월","사망자수[명]","명","5","5","3","3","3","5","3","7","2","4","2",
"금","08시-10시","11월","부상자수[명]","명","475","488","397","453","428","459","511","773","348","407","400",
"금","08시-10시","12월","사고건수[건]","건","399","233","271","235","340","343","261","298","169","282","291",
"금","08시-10시","12월","사망자수[명]","명","16","2","5","5","5","7","1","1","3","4","3",
"금","08시-10시","12월","부상자수[명]","명","682","390","399","339","462","496","363","417","218","419","429",
"금","10시-12시","전체","사고건수[건]","건","2653","2638","2825","3011","2933","3035","3080","3337","2965","3085","3110",
"금","10시-12시","전체","사망자수[명]","명","55","51","60","59","65","64","51","55","38","33","41",
"금","10시-12시","전체","부상자수[명]","명","3904","3872","4158","4418","4324","4333","4522","4902","4217","4238","4232",
"금","10시-12시","1월","사고건수[건]","건","203","188","202","264","233","205","212","241","268","210","262",
"금","10시-12시","1월","사망자수[명]","명","4","4","5","2","9","6","4","4","2","0","1",
"금","10시-12시","1월","부상자수[명]","명","301","262","333","446","356","309","308","334","433","300","348",
"금","10시-12시","2월","사고건수[건]","건","167","189","172","200","188","198","226","223","191","196","243",
"금","10시-12시","2월","사망자수[명]","명","1","2","2","2","4","5","5","4","0","3","1",
"금","10시-12시","2월","부상자수[명]","명","236","270","262","302","265","283","357","328","255","289","332",
"금","10시-12시","3월","사고건수[건]","건","255","198","206","217","203","263","252","324","195","229","164",
"금","10시-12시","3월","사망자수[명]","명","8","3","5","1","6","3","5","5","2","3","3",
"금","10시-12시","3월","부상자수[명]","명","382","299","301","315","282","366","365","493","270","321","214",
"금","10시-12시","4월","사고건수[건]","건","173","197","209","237","276","237","234","223","254","311","256",
"금","10시-12시","4월","사망자수[명]","명","3","3","5","4","4","4","2","5","5","3","5",
"금","10시-12시","4월","부상자수[명]","명","232","323","334","329","391","327","338","328","359","411","351",
"금","10시-12시","5월","사고건수[건]","건","211","270","310","318","241","253","240","321","313","214","261",
"금","10시-12시","5월","사망자수[명]","명","10","4","9","9","7","5","3","2","4","2","0",
"금","10시-12시","5월","부상자수[명]","명","359","393","416","426","342","358","315","434","459","288","335",
"금","10시-12시","6월","사고건수[건]","건","255","210","212","220","216","281","280","269","258","244","250",
"금","10시-12시","6월","사망자수[명]","명","5","5","2","6","6","7","7","8","5","5","4",
"금","10시-12시","6월","부상자수[명]","명","341","296","316","289","322","399","397","381","349","331","358",
"금","10시-12시","7월","사고건수[건]","건","233","212","224","306","336","226","239","252","286","326","307",
"금","10시-12시","7월","사망자수[명]","명","3","6","5","10","6","4","1","0","4","4","3",
"금","10시-12시","7월","부상자수[명]","명","332","294","309","475","515","349","337","351","376","474","447",
"금","10시-12시","8월","사고건수[건]","건","293","280","283","236","235","277","308","357","247","222","267",
"금","10시-12시","8월","사망자수[명]","명","3","6","8","5","4","4","6","6","4","3","4",
"금","10시-12시","8월","부상자수[명]","명","437","431","412","344","350","408","453","604","360","289","352",
"금","10시-12시","9월","사고건수[건]","건","215","219","246","250","268","321","253","256","247","249","310",
"금","10시-12시","9월","사망자수[명]","명","3","5","3","6","9","8","8","2","5","1","8",
"금","10시-12시","9월","부상자수[명]","명","295","336","340","366","424","441","383","416","349","341","449",
"금","10시-12시","10월","사고건수[건]","건","201","224","324","330","225","248","262","269","289","361","237",
"금","10시-12시","10월","사망자수[명]","명","6","4","7","6","3","6","5","9","3","6","4",
"금","10시-12시","10월","부상자수[명]","명","294","333","497","501","328","362","421","359","415","473","323",
"금","10시-12시","11월","사고건수[건]","건","242","272","234","229","230","244","318","376","225","238","278",
"금","10시-12시","11월","사망자수[명]","명","6","5","4","3","3","5","4","8","1","2","5",
"금","10시-12시","11월","부상자수[명]","명","340","387","353","338","312","351","453","542","317","322","358",
"금","10시-12시","12월","사고건수[건]","건","205","179","203","204","282","282","256","226","192","285","275",
"금","10시-12시","12월","사망자수[명]","명","3","4","5","5","4","7","1","2","3","1","3",
"금","10시-12시","12월","부상자수[명]","명","355","248","285","287","437","380","395","332","275","399","365",
"금","12시-14시","전체","사고건수[건]","건","2797","2697","2897","3116","3204","3016","3141","3645","3256","3520","3295",
"금","12시-14시","전체","사망자수[명]","명","55","49","48","56","53","39","56","45","41","35","53",
"금","12시-14시","전체","부상자수[명]","명","4224","4015","4276","4676","4733","4423","4550","5319","4711","4943","4603",
"금","12시-14시","1월","사고건수[건]","건","201","188","209","241","237","200","248","210","301","266","295",
"금","12시-14시","1월","사망자수[명]","명","2","2","1","1","4","2","2","1","3","1","1",
"금","12시-14시","1월","부상자수[명]","명","266","321","321","363","384","319","334","299","476","386","411",
"금","12시-14시","2월","사고건수[건]","건","188","189","189","220","221","202","217","256","232","269","211",
"금","12시-14시","2월","사망자수[명]","명","4","2","4","3","1","5","2","4","5","1","5",
"금","12시-14시","2월","부상자수[명]","명","289","291","295","400","319","296","383","384","307","416","294",
"금","12시-14시","3월","사고건수[건]","건","284","200","204","218","233","295","260","318","230","246","214",
"금","12시-14시","3월","사망자수[명]","명","5","4","1","7","0","1","3","1","4","5","2",
"금","12시-14시","3월","부상자수[명]","명","441","285","288","316","340","415","365","446","337","321","290",
"금","12시-14시","4월","사고건수[건]","건","210","198","219","219","304","242","202","252","238","349","304",
"금","12시-14시","4월","사망자수[명]","명","5","2","4","4","9","4","2","6","4","2","3",
"금","12시-14시","4월","부상자수[명]","명","308","297","302","313","438","338","278","372","334","478","424",
"금","12시-14시","5월","사고건수[건]","건","246","267","319","310","253","250","242","390","329","279","264",
"금","12시-14시","5월","사망자수[명]","명","4","7","4","1","4","7","7","3","4","2","5",
"금","12시-14시","5월","부상자수[명]","명","373","425","442","442","400","384","358","521","473","393","361",
"금","12시-14시","6월","사고건수[건]","건","285","193","213","219","244","277","299","274","290","249","232",
"금","12시-14시","6월","사망자수[명]","명","8","4","2","3","5","2","5","4","3","2","4",
"금","12시-14시","6월","부상자수[명]","명","407","265","324","344","349","433","425","437","425","370","313",
"금","12시-14시","7월","사고건수[건]","건","198","243","244","326","357","233","250","299","319","353","341",
"금","12시-14시","7월","사망자수[명]","명","1","6","2","3","4","2","5","5","1","1","6",
"금","12시-14시","7월","부상자수[명]","명","284","387","357","479","523","359","356","421","484","492","496",
"금","12시-14시","8월","사고건수[건]","건","246","311","324","267","246","260","305","393","260","289","264",
"금","12시-14시","8월","사망자수[명]","명","5","5","7","9","4","4","5","5","4","3","1",
"금","12시-14시","8월","부상자수[명]","명","381","481","494","407","397","379","480","626","374","419","351",
"금","12시-14시","9월","사고건수[건]","건","260","209","259","288","284","307","251","270","257","270","337",
"금","12시-14시","9월","사망자수[명]","명","1","4","6","5","3","3","8","4","5","5","5",
"금","12시-14시","9월","부상자수[명]","명","398","290","373","403","455","442","336","461","364","343","501",
"금","12시-14시","10월","사고건수[건]","건","226","243","295","356","239","238","286","324","339","335","290",
"금","12시-14시","10월","사망자수[명]","명","9","3","4","12","8","4","5","5","5","4","9",
"금","12시-14시","10월","부상자수[명]","명","357","329","464","548","319","347","416","441","490","443","406",
"금","12시-14시","11월","사고건수[건]","건","250","255","208","218","249","234","334","382","238","283","239",
"금","12시-14시","11월","사망자수[명]","명","8","6","5","4","3","2","8","5","2","4","6",
"금","12시-14시","11월","부상자수[명]","명","389","356","291","321","355","345","469","527","328","399","320",
"금","12시-14시","12월","사고건수[건]","건","203","201","214","234","337","278","247","277","223","332","304",
"금","12시-14시","12월","사망자수[명]","명","3","4","8","4","8","3","4","2","1","5","6",
"금","12시-14시","12월","부상자수[명]","명","331","288","325","340","454","366","350","384","319","483","436",
"금","14시-16시","전체","사고건수[건]","건","3057","3292","3401","3592","3553","3556","3599","3963","3651","3809","3525",
"금","14시-16시","전체","사망자수[명]","명","64","48","52","60","45","47","48","48","45","47","42",
"금","14시-16시","전체","부상자수[명]","명","4628","4865","4940","5260","5208","5118","5186","5809","5422","5548","5031",
"금","14시-16시","1월","사고건수[건]","건","235","214","237","273","276","212","252","243","312","288","281",
"금","14시-16시","1월","사망자수[명]","명","5","5","1","4","3","6","2","5","5","3","3",
"금","14시-16시","1월","부상자수[명]","명","337","324","356","379","439","357","355","339","495","444","384",
"금","14시-16시","2월","사고건수[건]","건","239","202","229","236","248","240","213","292","247","286","221",
"금","14시-16시","2월","사망자수[명]","명","10","1","4","7","4","3","2","6","3","1","2",
"금","14시-16시","2월","부상자수[명]","명","451","319","312","395","340","336","345","419","375","425","304",
"금","14시-16시","3월","사고건수[건]","건","274","298","252","269","238","311","324","348","265","302","207",
"금","14시-16시","3월","사망자수[명]","명","3","7","7","2","4","4","5","2","0","5","1",
"금","14시-16시","3월","부상자수[명]","명","410","424","346","385","338","427","463","522","405","428","298",
"금","14시-16시","4월","사고건수[건]","건","233","255","296","295","329","283","259","295","269","338","351",
"금","14시-16시","4월","사망자수[명]","명","1","6","7","7","4","4","8","2","2","4","3",
"금","14시-16시","4월","부상자수[명]","명","336","365","437","428","472","392","391","435","372","477","504",
"금","14시-16시","5월","사고건수[건]","건","264","299","372","388","314","271","296","421","381","306","305",
"금","14시-16시","5월","사망자수[명]","명","3","5","5","5","6","5","4","6","6","3","2",
